t0,t1,s0,ss0,sss0,ss1,sss1,d0,dd0,ddd0,d1,dd1,ddd1,run_id
0.0,1.1,373.496531206377,18.63944449621135,2.987583475632335e-06,18.301653898001998,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,1.5,0.0,0.0,0.0
0.0,1.1,373.496531206377,18.63944449621135,2.987583475632335e-06,18.301653898001998,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,2.25,0.0,0.0,0.0
0.0,1.1,373.496531206377,18.63944449621135,2.987583475632335e-06,18.301653898001998,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,3.0,0.0,0.0,0.0
0.0,1.1,373.496531206377,18.63944449621135,2.987583475632335e-06,18.301653898001998,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-0.6012244863311894,0.0,0.0,0.0
0.0,1.1,373.496531206377,18.63944449621135,2.987583475632335e-06,18.301653898001998,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-3.0,0.0,0.0,0.0
0.0,1.1,373.496531206377,18.63944449621135,2.987583475632335e-06,18.301653898001998,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-2.25,0.0,0.0,0.0
0.0,1.1,373.496531206377,18.63944449621135,2.987583475632335e-06,18.301653898001998,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-1.5,0.0,0.0,0.0
0.0,1.1,373.496531206377,18.63944449621135,2.987583475632335e-06,18.63944449621135,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-0.75,0.0,0.0,0.0
0.0,1.1,373.496531206377,18.63944449621135,2.987583475632335e-06,18.63944449621135,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,0.0,0.0,0.0,0.0
0.0,1.1,373.496531206377,18.63944449621135,2.987583475632335e-06,18.63944449621135,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,0.75,0.0,0.0,0.0
0.0,1.1,373.496531206377,18.63944449621135,2.987583475632335e-06,18.63944449621135,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,1.5,0.0,0.0,0.0
0.0,1.1,373.496531206377,18.63944449621135,2.987583475632335e-06,18.63944449621135,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,2.25,0.0,0.0,0.0
0.0,1.1,373.496531206377,18.63944449621135,2.987583475632335e-06,18.63944449621135,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,3.0,0.0,0.0,0.0
0.0,1.1,373.496531206377,18.63944449621135,2.987583475632335e-06,18.63944449621135,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-0.6012244863311894,0.0,0.0,0.0
0.0,1.1,373.496531206377,18.63944449621135,2.987583475632335e-06,18.63944449621135,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-3.0,0.0,0.0,0.0
0.0,1.1,373.496531206377,18.63944449621135,2.987583475632335e-06,18.63944449621135,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-2.25,0.0,0.0,0.0
0.0,1.1,373.496531206377,18.63944449621135,2.987583475632335e-06,18.63944449621135,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-1.5,0.0,0.0,0.0
0.0,1.1,373.496531206377,18.63944449621135,2.987583475632335e-06,21.351762881002333,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-0.75,0.0,0.0,0.0
0.0,1.1,373.496531206377,18.63944449621135,2.987583475632335e-06,21.351762881002333,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,0.0,0.0,0.0,0.0
0.0,1.1,373.496531206377,18.63944449621135,2.987583475632335e-06,21.351762881002333,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,0.75,0.0,0.0,0.0
0.0,1.1,373.496531206377,18.63944449621135,2.987583475632335e-06,21.351762881002333,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,1.5,0.0,0.0,0.0
0.0,1.1,373.496531206377,18.63944449621135,2.987583475632335e-06,21.351762881002333,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,2.25,0.0,0.0,0.0
0.0,1.1,373.496531206377,18.63944449621135,2.987583475632335e-06,21.351762881002333,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,3.0,0.0,0.0,0.0
0.0,1.1,373.496531206377,18.63944449621135,2.987583475632335e-06,21.351762881002333,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-0.6012244863311894,0.0,0.0,0.0
0.0,1.1,373.496531206377,18.63944449621135,2.987583475632335e-06,21.351762881002333,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-3.0,0.0,0.0,0.0
0.0,1.1,373.496531206377,18.63944449621135,2.987583475632335e-06,21.351762881002333,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-2.25,0.0,0.0,0.0
0.0,1.1,373.496531206377,18.63944449621135,2.987583475632335e-06,21.351762881002333,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-1.5,0.0,0.0,0.0
0.0,1.1,373.496531206377,18.63944449621135,2.987583475632335e-06,24.401871864002665,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-0.75,0.0,0.0,0.0
0.0,1.1,373.496531206377,18.63944449621135,2.987583475632335e-06,24.401871864002665,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,0.0,0.0,0.0,0.0
0.0,1.1,373.496531206377,18.63944449621135,2.987583475632335e-06,24.401871864002665,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,0.75,0.0,0.0,0.0
0.0,1.1,373.496531206377,18.63944449621135,2.987583475632335e-06,24.401871864002665,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,1.5,0.0,0.0,0.0
0.0,1.1,373.496531206377,18.63944449621135,2.987583475632335e-06,24.401871864002665,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,2.25,0.0,0.0,0.0
0.0,1.1,373.496531206377,18.63944449621135,2.987583475632335e-06,24.401871864002665,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,3.0,0.0,0.0,0.0
0.0,1.1,373.496531206377,18.63944449621135,2.987583475632335e-06,24.401871864002665,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-0.6012244863311894,0.0,0.0,0.0
0.0,1.1,373.496531206377,18.63944449621135,2.987583475632335e-06,24.401871864002665,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-3.0,0.0,0.0,0.0
0.0,1.1,373.496531206377,18.63944449621135,2.987583475632335e-06,24.401871864002665,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-2.25,0.0,0.0,0.0
0.0,1.1,373.496531206377,18.63944449621135,2.987583475632335e-06,24.401871864002665,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-1.5,0.0,0.0,0.0
0.0,1.1,373.496531206377,18.63944449621135,2.987583475632335e-06,0.001,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-0.75,0.0,0.0,0.0
0.0,1.1,373.496531206377,18.63944449621135,2.987583475632335e-06,0.001,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,0.0,0.0,0.0,0.0
0.0,1.1,373.496531206377,18.63944449621135,2.987583475632335e-06,0.001,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,0.75,0.0,0.0,0.0
0.0,1.1,373.496531206377,18.63944449621135,2.987583475632335e-06,0.001,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,1.5,0.0,0.0,0.0
0.0,1.1,373.496531206377,18.63944449621135,2.987583475632335e-06,0.001,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,2.25,0.0,0.0,0.0
0.0,1.1,373.496531206377,18.63944449621135,2.987583475632335e-06,0.001,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,3.0,0.0,0.0,0.0
0.0,1.1,373.496531206377,18.63944449621135,2.987583475632335e-06,0.001,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-0.6012244863311894,0.0,0.0,0.0
0.0,1.1,373.496531206377,18.63944449621135,2.987583475632335e-06,0.001,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-3.0,0.0,0.0,0.0
0.0,1.1,373.496531206377,18.63944449621135,2.987583475632335e-06,0.001,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-2.25,0.0,0.0,0.0
0.0,1.1,373.496531206377,18.63944449621135,2.987583475632335e-06,0.001,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-1.5,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,3.051108983000333,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-0.75,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,3.051108983000333,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,0.0,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,3.051108983000333,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,0.75,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,3.051108983000333,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,1.5,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,3.051108983000333,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,2.25,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,3.051108983000333,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,3.0,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,3.051108983000333,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-0.6012244863311894,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,3.051108983000333,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-3.0,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,3.051108983000333,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-2.25,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,3.051108983000333,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-1.5,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,6.101217966000666,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-0.75,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,6.101217966000666,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,0.0,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,6.101217966000666,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,0.75,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,6.101217966000666,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,1.5,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,6.101217966000666,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,2.25,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,6.101217966000666,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,3.0,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,6.101217966000666,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-0.6012244863311894,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,6.101217966000666,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-3.0,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,6.101217966000666,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-2.25,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,6.101217966000666,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-1.5,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,9.151326949000998,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-0.75,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,9.151326949000998,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,0.0,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,9.151326949000998,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,0.75,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,9.151326949000998,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,1.5,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,9.151326949000998,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,2.25,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,9.151326949000998,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,3.0,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,9.151326949000998,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-0.6012244863311894,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,9.151326949000998,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-3.0,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,9.151326949000998,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-2.25,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,9.151326949000998,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-1.5,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,12.201435932001331,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-0.75,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,12.201435932001331,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,0.0,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,12.201435932001331,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,0.75,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,12.201435932001331,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,1.5,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,12.201435932001331,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,2.25,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,12.201435932001331,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,3.0,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,12.201435932001331,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-0.6012244863311894,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,12.201435932001331,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-3.0,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,12.201435932001331,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-2.25,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,12.201435932001331,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-1.5,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,15.251544915001665,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-0.75,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,15.251544915001665,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,0.0,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,15.251544915001665,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,0.75,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,15.251544915001665,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,1.5,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,15.251544915001665,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,2.25,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,15.251544915001665,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,3.0,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,15.251544915001665,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-0.6012244863311894,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,15.251544915001665,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-3.0,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,15.251544915001665,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-2.25,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,15.251544915001665,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-1.5,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,18.301653898001998,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-0.75,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,18.301653898001998,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,0.0,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,18.301653898001998,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,0.75,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,18.301653898001998,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,1.5,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,18.301653898001998,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,2.25,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,18.301653898001998,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,3.0,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,18.301653898001998,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-0.6012244863311894,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,18.301653898001998,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-3.0,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,18.301653898001998,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-2.25,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,18.301653898001998,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-1.5,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,18.63944449621135,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-0.75,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,18.63944449621135,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,0.0,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,18.63944449621135,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,0.75,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,18.63944449621135,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,1.5,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,18.63944449621135,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,2.25,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,18.63944449621135,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,3.0,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,18.63944449621135,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-0.6012244863311894,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,18.63944449621135,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-3.0,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,18.63944449621135,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-2.25,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,18.63944449621135,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-1.5,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,21.351762881002333,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-0.75,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,21.351762881002333,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,0.0,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,21.351762881002333,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,0.75,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,21.351762881002333,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,1.5,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,21.351762881002333,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,2.25,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,21.351762881002333,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,3.0,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,21.351762881002333,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-0.6012244863311894,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,21.351762881002333,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-3.0,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,21.351762881002333,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-2.25,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,21.351762881002333,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-1.5,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,24.401871864002665,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-0.75,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,24.401871864002665,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,0.0,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,24.401871864002665,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,0.75,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,24.401871864002665,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,1.5,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,24.401871864002665,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,2.25,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,24.401871864002665,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,3.0,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,24.401871864002665,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-0.6012244863311894,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,24.401871864002665,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-3.0,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,24.401871864002665,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-2.25,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,24.401871864002665,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-1.5,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,0.001,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-0.75,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,0.001,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,0.0,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,0.001,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,0.75,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,0.001,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,1.5,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,0.001,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,2.25,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,0.001,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,3.0,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,0.001,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-0.6012244863311894,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,0.001,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-3.0,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,0.001,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-2.25,0.0,0.0,0.0
0.0,2.0,373.496531206377,18.63944449621135,2.987583475632335e-06,0.001,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-1.5,0.0,0.0,0.0
0.0,2.3,373.496531206377,18.63944449621135,2.987583475632335e-06,3.051108983000333,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-0.75,0.0,0.0,0.0
0.0,2.3,373.496531206377,18.63944449621135,2.987583475632335e-06,3.051108983000333,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,0.0,0.0,0.0,0.0
0.0,2.3,373.496531206377,18.63944449621135,2.987583475632335e-06,3.051108983000333,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,0.75,0.0,0.0,0.0
0.0,2.3,373.496531206377,18.63944449621135,2.987583475632335e-06,3.051108983000333,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,1.5,0.0,0.0,0.0
0.0,2.3,373.496531206377,18.63944449621135,2.987583475632335e-06,3.051108983000333,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,2.25,0.0,0.0,0.0
0.0,2.3,373.496531206377,18.63944449621135,2.987583475632335e-06,3.051108983000333,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,3.0,0.0,0.0,0.0
0.0,2.3,373.496531206377,18.63944449621135,2.987583475632335e-06,3.051108983000333,0.0,-0.6012244863311894,0.6806939137986305,0.17355357606456706,-0.6012244863311894,0.0,0.0,0.0
